P1,P2,similarity
0.28759654737401025 0.2087870325902471 0.307462448780435 0.29639220871724725 0.351665411675719 0.1965511211822253,0.8980375945414634 0.773813281044775 0.8345524027281844 0.841085642356873 0.8347454743727319 0.9032347807256554,0.4227687015656396
0.28759654737401025 0.2087870325902471 0.307462448780435 0.29639220871724725 0.351665411675719 0.1965511211822253,0.6518473618672562 0.753770457038423 0.6866491525558059 0.91287500744463 0.8650698260874328 0.6958722932491258,0.5056275169738359
0.28759654737401025 0.2087870325902471 0.307462448780435 0.29639220871724725 0.351665411675719 0.1965511211822253,0.6536823611251615 0.6205860833447556 0.6641310714045501 0.8892820042809826 0.8279280546642934 0.674122539756435,0.5459022384578048
0.28759654737401025 0.2087870325902471 0.307462448780435 0.29639220871724725 0.351665411675719 0.1965511211822253,0.6361635636785872 0.7118756565311917 0.7742856337682813 0.5379573040309323 0.7916253023895748 0.6764174516418177,0.5767760422943746
0.28759654737401025 0.2087870325902471 0.307462448780435 0.29639220871724725 0.351665411675719 0.1965511211822253,0.7742866205169979 0.7087519699333477 0.8105618878120188 0.859245722568457 0.5946767923486711 0.6976557274616759,0.5226975719301888
0.28759654737401025 0.2087870325902471 0.307462448780435 0.29639220871724725 0.351665411675719 0.1965511211822253,0.6382811886377625 0.6171743520078754 0.7449353868409417 0.6746475264965334 0.5864845228260711 0.831550263663863,0.5752287864514867
0.4009247558787278 0.3552828451097729 0.16845694347287404 0.5289784301311724 0.1727834162941313 0.2325960881443657,0.4250976867549406 0.2282922181211524 0.491876492105062 0.301060798388294 0.41800900187128026 0.5359877894270404,0.7671052764818078
0.4009247558787278 0.3552828451097729 0.16845694347287404 0.5289784301311724 0.1727834162941313 0.2325960881443657,0.47035733822148357 0.3913249786551737 0.614495155348979 0.548073094462166 0.524850282848198 0.6654090934505141,0.7065399551250138
0.4009247558787278 0.3552828451097729 0.16845694347287404 0.5289784301311724 0.1727834162941313 0.2325960881443657,0.520773872791575 0.5281506151718329 0.41682432360317145 0.2309742042672861 0.5179877089208981 0.3964291392041245,0.7616909488486164
0.4009247558787278 0.3552828451097729 0.16845694347287404 0.5289784301311724 0.1727834162941313 0.2325960881443657,0.3939755157715097 0.3761279799509374 0.4047827492110842 0.5151940126188651 0.5802138506719361 0.29865876101487604,0.8055406881407386
0.4009247558787278 0.3552828451097729 0.16845694347287404 0.5289784301311724 0.1727834162941313 0.2325960881443657,0.3731552148381886 0.3869614034665725 0.6442281106836839 0.612117501381982 0.4197811718489736 0.49997019023428807,0.7524985559287001
0.4009247558787278 0.3552828451097729 0.16845694347287404 0.5289784301311724 0.1727834162941313 0.2325960881443657,0.8265979718106294 0.6868422306757952 0.6699636716657381 0.7769719369834286 0.6871138390248618 0.8256481447445444,0.5490037663929644
0.4009247558787278 0.3552828451097729 0.16845694347287404 0.5289784301311724 0.1727834162941313 0.2325960881443657,0.6764896349494355 0.5782019557705573 0.5609044678469046 0.6019618679859029 0.9108211309819227 0.764554616391511,0.5693705927869657
0.4009247558787278 0.3552828451097729 0.16845694347287404 0.5289784301311724 0.1727834162941313 0.2325960881443657,0.722083196200601 0.8041897569120974 0.806500070782109 0.7640862165350357 0.8229167077889967 0.8451137872292804,0.48930013850429765
0.47003738280639784 0.14333529678665552 0.2943205450882006 0.0753882172605021 0.5522976799508518 0.17781802811422448,0.5745664217801283 0.4069445864621481 0.39393568098182735 0.5352467416409776 0.41612007206305207 0.610609373844412,0.7091214729004924
0.47003738280639784 0.14333529678665552 0.2943205450882006 0.0753882172605021 0.5522976799508518 0.17781802811422448,0.4814228561028474 0.5285512311191819 0.5309301329786775 0.5403038837601254 0.4258692607223268 0.3957603088365089,0.7159417307372158
0.47003738280639784 0.14333529678665552 0.2943205450882006 0.0753882172605021 0.5522976799508518 0.17781802811422448,0.821345183298444 0.7311234154140789 0.6945688817466164 0.8177321811411687 0.7887094577477904 0.680816238663482,0.5018228120954555
0.20339628996718367 0.3586280979389468 0.19525884739428848 0.1435252659769008 0.20994145510288942 0.15051517596041325,0.3749271185028653 0.3387879536605457 0.5843296892956962 0.3629685082744266 0.5665432897722463 0.6187476895786947,0.6902273768364147
0.20339628996718367 0.3586280979389468 0.19525884739428848 0.1435252659769008 0.20994145510288942 0.15051517596041325,0.5211637959816074 0.5172675497773384 0.42728332335155406 0.5431206375239126 0.6174081261793924 0.45643908899944,0.6839638705858333
0.20339628996718367 0.3586280979389468 0.19525884739428848 0.1435252659769008 0.20994145510288942 0.15051517596041325,0.5794726094524343 0.40112615004016683 0.27294630568443373 0.40188328996956557 0.5348583762439669 0.4718267414243712,0.7339060880091253
0.20339628996718367 0.3586280979389468 0.19525884739428848 0.1435252659769008 0.20994145510288942 0.15051517596041325,0.5968840758692582 0.576946103646176 0.623227100161323 0.6287610573979706 0.470238159834035 0.2976163670746502,0.655882984329526
0.20339628996718367 0.3586280979389468 0.19525884739428848 0.1435252659769008 0.20994145510288942 0.15051517596041325,0.4931499915482413 0.507717625455886 0.8055502501184889 0.49746429265863656 0.5351011869174181 0.5857135002613083,0.6129083316339141
0.20339628996718367 0.3586280979389468 0.19525884739428848 0.1435252659769008 0.20994145510288942 0.15051517596041325,0.8137673267885215 0.5829703830929414 0.8971920982404069 0.711517937387932 0.5692818732305512 0.6487032292246989,0.481102916524877
0.20339628996718367 0.3586280979389468 0.19525884739428848 0.1435252659769008 0.20994145510288942 0.15051517596041325,0.8214722178368704 0.8091585735693185 0.7415777657422279 0.6152463969004569 0.8487261463838127 0.8450027168152324,0.42317830972853154
0.20339628996718367 0.3586280979389468 0.19525884739428848 0.1435252659769008 0.20994145510288942 0.15051517596041325,0.7662344908946954 0.7286737686950258 0.7614594090804433 0.809176787890574 0.8002440889668787 0.719649541920075,0.4387860197732939
0.20339628996718367 0.3586280979389468 0.19525884739428848 0.1435252659769008 0.20994145510288942 0.15051517596041325,0.6092097643553421 0.6896919797739478 0.7187929739324462 0.7249883441661947 0.6679225273736393 0.6158081317661912,0.5322537439881119
0.20339628996718367 0.3586280979389468 0.19525884739428848 0.1435252659769008 0.20994145510288942 0.15051517596041325,0.7658481801814915 0.736012534478308 0.627170734459288 0.7391316991412522 0.7669082790235993 0.7264905837415477,0.47686430114810613
0.3475908353680254 0.2531151204078382 0.2936969703272546 0.0774672982049057 0.1426664443222967 0.25985568702850864,0.5504356219320181 0.5945903994714137 0.5175823195718992 0.5493538486619207 0.4212267248605216 0.5246669580536351,0.6895503854858694
0.3475908353680254 0.2531151204078382 0.2936969703272546 0.0774672982049057 0.1426664443222967 0.25985568702850864,0.33150683549546467 0.6125421528075495 0.522572201380152 0.5099935507574551 0.4610745777702292 0.15442446960232353,0.7167425204688626
0.3475908353680254 0.2531151204078382 0.2936969703272546 0.0774672982049057 0.1426664443222967 0.25985568702850864,0.46592098209611105 0.5845722753774868 0.5199148937391036 0.36683901365663135 0.5698356753663238 0.6053736924277953,0.6943224324588203
0.3475908353680254 0.2531151204078382 0.2936969703272546 0.0774672982049057 0.1426664443222967 0.25985568702850864,0.5741052661980502 0.34254464736645757 0.4837524122294819 0.3505164349784944 0.5013663394954769 0.4258884369583458,0.7668277394277427
0.3475908353680254 0.2531151204078382 0.2936969703272546 0.0774672982049057 0.1426664443222967 0.25985568702850864,0.44430889927336203 0.47262579084032397 0.386573707768766 0.402429966224682 0.5057938546943166 0.4411086303821596,0.763187736831656
0.3475908353680254 0.2531151204078382 0.2936969703272546 0.0774672982049057 0.1426664443222967 0.25985568702850864,0.8170470814585954 0.8346827231165196 0.668685010133591 0.6020098994867095 0.8469893764993397 0.8146153281192525,0.45560430043263395
0.3475908353680254 0.2531151204078382 0.2936969703272546 0.0774672982049057 0.1426664443222967 0.25985568702850864,0.7517633423161082 0.67445118810878 0.6707534430748733 0.7886989314157626 0.7692422205278182 0.791415594907402,0.4733668803884405
0.3475908353680254 0.2531151204078382 0.2936969703272546 0.0774672982049057 0.1426664443222967 0.25985568702850864,0.7806914955467898 0.7913833975035434 0.8019095303554072 0.6585384718101542 0.7678732833590516 0.7141469295876689,0.47234847996294516
0.3475908353680254 0.2531151204078382 0.2936969703272546 0.0774672982049057 0.1426664443222967 0.25985568702850864,0.9191134912176085 0.6002222860364068 0.9614775659081546 0.8784170020667394 0.8074844758799709 0.5953694828387646,0.4099257949497612
0.3475908353680254 0.2531151204078382 0.2936969703272546 0.0774672982049057 0.1426664443222967 0.25985568702850864,0.6830685021394264 0.8567579031284694 0.7769115729840039 0.9014927200229853 0.713630367232532 0.7507975801669455,0.4289676212099597
0.3475908353680254 0.2531151204078382 0.2936969703272546 0.0774672982049057 0.1426664443222967 0.25985568702850864,0.838427932178152 0.7372335443891649 0.9164319674080861 0.9139852142492547 0.7870690348291565 0.5803489692571211,0.4110994074971535
0.3475908353680254 0.2531151204078382 0.2936969703272546 0.0774672982049057 0.1426664443222967 0.25985568702850864,0.8615273682340161 0.6119826808423173 0.8438662029476144 0.5602765081165235 0.9322641211941343 0.8876766011516735,0.4304488324162737
0.3475908353680254 0.2531151204078382 0.2936969703272546 0.0774672982049057 0.1426664443222967 0.25985568702850864,0.78251749137182 0.8704099854995871 0.5547653755476214 0.6756722845232253 0.7427902484311698 0.6789383036342327,0.49469499569881964
0.3475908353680254 0.2531151204078382 0.2936969703272546 0.0774672982049057 0.1426664443222967 0.25985568702850864,0.7866482785593218 0.8120548485694246 0.7938462408954974 0.7556273133091155 0.7442514252541744 0.7963098013439792,0.4424872403367617
0.234435367442973 0.13085765189349224 0.25996326663740676 0.246770861258199 0.20940276088355422 0.2745122311555604,0.5897330581808133 0.5342463036642809 0.5063775566552832 0.2792334787603542 0.5596689449996279 0.42538373997982043,0.7124293451482037
0.234435367442973 0.13085765189349224 0.25996326663740676 0.246770861258199 0.20940276088355422 0.2745122311555604,0.5283511046188489 0.6222164444494248 0.5539014817850666 0.4896333134556649 0.37019326918466083 0.5402948182507951,0.6918615733808409
0.234435367442973 0.13085765189349224 0.25996326663740676 0.246770861258199 0.20940276088355422 0.2745122311555604,0.4537532532762693 0.46428142067379014 0.5351582092475365 0.394960844342421 0.6092201476489069 0.30704683301758856,0.7360944881095587
0.234435367442973 0.13085765189349224 0.25996326663740676 0.246770861258199 0.20940276088355422 0.2745122311555604,0.5582183647938033 0.4033597041486553 0.4079108888540308 0.7112397461287612 0.5401706354402057 0.43875965512469384,0.6963836727851962
0.234435367442973 0.13085765189349224 0.25996326663740676 0.246770861258199 0.20940276088355422 0.2745122311555604,0.46644769691677695 0.43320260684965506 0.4264241494844377 0.455105005331691 0.3565975381324826 0.5079074330105875,0.7792081837949818
0.234435367442973 0.13085765189349224 0.25996326663740676 0.246770861258199 0.20940276088355422 0.2745122311555604,0.775358048755842 0.9263964759066343 0.629547441378163 0.802660881143289 0.7117205190718487 0.7287898516220498,0.4477656248255973
0.234435367442973 0.13085765189349224 0.25996326663740676 0.246770861258199 0.20940276088355422 0.2745122311555604,0.8521013300761955 0.7151951556623892 0.6413814633289243 0.567716694712562 0.7399862892247548 0.8090143510686115,0.4935978170755055
0.234435367442973 0.13085765189349224 0.25996326663740676 0.246770861258199 0.20940276088355422 0.2745122311555604,0.6092097643553421 0.6896919797739478 0.7187929739324462 0.7249883441661947 0.6679225273736393 0.6158081317661912,0.5493168918390504
0.24084104823825084 0.2060530137983469 0.1347686112278991 0.3350333567786081 0.4808388250156892 0.13842587250129823,0.5992769311062872 0.48306258899414667 0.605915674824877 0.40272565257895376 0.5032693076964253 0.5617615082691162,0.6807590835569068
0.24084104823825084 0.2060530137983469 0.1347686112278991 0.3350333567786081 0.4808388250156892 0.13842587250129823,0.8650921180094118 0.711839817128605 0.8882190334407596 0.5753343667628354 0.5275586698288077 0.597619444177741,0.5026766171403179
0.24084104823825084 0.2060530137983469 0.1347686112278991 0.3350333567786081 0.4808388250156892 0.13842587250129823,0.6414982972931869 0.7766449754282259 0.7299435655215674 0.7119054136347317 0.8013120654233704 0.7943977099466334,0.4974449713890119
0.24084104823825084 0.2060530137983469 0.1347686112278991 0.3350333567786081 0.4808388250156892 0.13842587250129823,0.6491733877856646 0.82884447360813 0.8100650094916895 0.7873974004810158 0.8958350289767377 0.6485065735799983,0.47596642499579517
0.16605796617433938 0.15174564531865553 0.2114232011062689 0.38138135756809893 0.4437040663229035 0.534870506278798,0.6077311310871155 0.4507277501789189 0.3398222545320008 0.48432183105143406 0.6968375859079037 0.5154567956693289,0.7496662186435022
0.16605796617433938 0.15174564531865553 0.2114232011062689 0.38138135756809893 0.4437040663229035 0.534870506278798,0.5248799374640802 0.3723729685298507 0.49226293027647283 0.4257448007557668 0.3564438195115755 0.5672426509987125,0.7890770291367041
0.16605796617433938 0.15174564531865553 0.2114232011062689 0.38138135756809893 0.4437040663229035 0.534870506278798,0.5249438396689821 0.5809222844017701 0.45773072895876804 0.6103096402712732 0.37392824289980375 0.6635259795222159,0.7269041343664633
0.16605796617433938 0.15174564531865553 0.2114232011062689 0.38138135756809893 0.4437040663229035 0.534870506278798,0.34954790467504987 0.4472766527724072 0.5534601511876016 0.5806700852474862 0.5096325151565015 0.4573043378452721,0.7808822702481246
0.16605796617433938 0.15174564531865553 0.2114232011062689 0.38138135756809893 0.4437040663229035 0.534870506278798,0.5872724995487825 0.5008838921822496 0.5017260952714466 0.4070784400171019 0.45310223107518927 0.4129708285085193,0.7420584155610965
0.16605796617433938 0.15174564531865553 0.2114232011062689 0.38138135756809893 0.4437040663229035 0.534870506278798,0.34166008422963745 0.4944681504202258 0.5425297315923726 0.6101162151457833 0.3860205465125944 0.5554404894628377,0.771236475213621
0.16605796617433938 0.15174564531865553 0.2114232011062689 0.38138135756809893 0.4437040663229035 0.534870506278798,0.5423069808304388 0.4781269695236966 0.5303257052311525 0.4769270360793261 0.4998723190212445 0.373721334957643,0.7456905422955811
0.16605796617433938 0.15174564531865553 0.2114232011062689 0.38138135756809893 0.4437040663229035 0.534870506278798,0.6554264584743803 0.41797640197733443 0.3313067350473999 0.38502977891150275 0.545452405185326 0.5372611479529154,0.7636724908929498
0.16605796617433938 0.15174564531865553 0.2114232011062689 0.38138135756809893 0.4437040663229035 0.534870506278798,0.4832786117116781 0.5512509682345672 0.49370295363707284 0.3688751885445823 0.5437550191094381 0.451153947178858,0.7560429138260869
0.16605796617433938 0.15174564531865553 0.2114232011062689 0.38138135756809893 0.4437040663229035 0.534870506278798,0.5671554858774286 0.43875666050049594 0.49135948346358865 0.18294550211670757 0.5049021582655132 0.475901374405738,0.752270907700999
0.16605796617433938 0.15174564531865553 0.2114232011062689 0.38138135756809893 0.4437040663229035 0.534870506278798,0.5109448809147217 0.6846650140450649 0.6276985329749051 0.5278439906030804 0.3163916282772806 0.3403505650571216,0.6704212393739593
0.16605796617433938 0.15174564531865553 0.2114232011062689 0.38138135756809893 0.4437040663229035 0.534870506278798,0.6032017121422782 0.5427371010524655 0.3602603228997978 0.6362302558827896 0.46377745865501785 0.6111459434921376,0.730033858205168
0.16605796617433938 0.15174564531865553 0.2114232011062689 0.38138135756809893 0.4437040663229035 0.534870506278798,0.5488666239514364 0.47951186322810124 0.6264911079311846 0.455962956464015 0.43630501953233247 0.5982968054093591,0.7304650345637071
0.16605796617433938 0.15174564531865553 0.2114232011062689 0.38138135756809893 0.4437040663229035 0.534870506278798,0.897892103520374 0.6640595443104012 0.7965112725605287 0.8967543664547317 0.845778671517528 0.9132297507747332,0.46602062596482036
0.16605796617433938 0.15174564531865553 0.2114232011062689 0.38138135756809893 0.4437040663229035 0.534870506278798,0.8170470814585954 0.8346827231165196 0.668685010133591 0.6020098994867095 0.8469893764993397 0.8146153281192525,0.5188812685167365
0.16605796617433938 0.15174564531865553 0.2114232011062689 0.38138135756809893 0.4437040663229035 0.534870506278798,0.6246615345894037 0.8941814331823785 0.6940017373926839 0.7911553996153818 0.7135175470484847 0.6979586233747684,0.5414293966386551
0.16605796617433938 0.15174564531865553 0.2114232011062689 0.38138135756809893 0.4437040663229035 0.534870506278798,0.70768712692726 0.7692530419079124 0.6962314589792855 0.6724122958701138 0.6678285643818164 0.8437405198324572,0.5641009171696632
0.16605796617433938 0.15174564531865553 0.2114232011062689 0.38138135756809893 0.4437040663229035 0.534870506278798,0.8458822664477319 0.818848980624478 0.9215693298203315 0.6967851453584337 0.8240933716542189 0.8166782959712207,0.46224437603433804
0.1723960793261996 0.34144250790780606 0.43087923886077895 0.4146964410762844 0.3048865146492345 0.203423192813885,0.5102590890671905 0.5522623976239904 0.4764780043364322 0.4212416632469276 0.4733081217757239 0.4450557035883915,0.7969110890079532
0.1723960793261996 0.34144250790780606 0.43087923886077895 0.4146964410762844 0.3048865146492345 0.203423192813885,0.4039725517475485 0.5690200733847643 0.4085510190544993 0.5601762619582991 0.45233526916258066 0.47749486264698543,0.8068081463140173
0.1723960793261996 0.34144250790780606 0.43087923886077895 0.4146964410762844 0.3048865146492345 0.203423192813885,0.3693403017420437 0.5097931388401621 0.6047714070845798 0.6134312329967022 0.6134135755597137 0.5320416044229195,0.7619376926341783
0.1723960793261996 0.34144250790780606 0.43087923886077895 0.4146964410762844 0.3048865146492345 0.203423192813885,0.8688660452633818 0.7472613051982827 0.8525762991932925 0.9443547972374795 0.6101903675431186 0.736773835565651,0.5023724543149993
0.1723960793261996 0.34144250790780606 0.43087923886077895 0.4146964410762844 0.3048865146492345 0.203423192813885,0.8879067946948465 0.8543149523701176 0.6837822601112986 0.7122368730820614 0.6104149043185058 0.857162652963248,0.5087080206940405
0.1723960793261996 0.34144250790780606 0.43087923886077895 0.4146964410762844 0.3048865146492345 0.203423192813885,0.6862151968620356 0.8211157439929636 0.8298980203668733 0.7525474350252861 0.7302597760073161 0.7443548590397697,0.5452097076539979
0.1723960793261996 0.34144250790780606 0.43087923886077895 0.4146964410762844 0.3048865146492345 0.203423192813885,0.6491733877856646 0.82884447360813 0.8100650094916895 0.7873974004810158 0.8958350289767377 0.6485065735799983,0.5354420570333138
0.1723960793261996 0.34144250790780606 0.43087923886077895 0.4146964410762844 0.3048865146492345 0.203423192813885,0.6687986303846392 0.8620205588998961 0.7535479363594163 0.671838582124036 0.617227630343452 0.8611238760934616,0.5494852332683442
0.22967471264868083 0.36320269956662554 0.0535993038653782 0.1055563518191602 0.17249029136215965 0.09195409651681025,0.3734003041536431 0.48012431507322473 0.7193219527228402 0.4039595811281469 0.5665444395086482 0.47281167912488375,0.6198925563757286
0.22967471264868083 0.36320269956662554 0.0535993038653782 0.1055563518191602 0.17249029136215965 0.09195409651681025,0.5237103374524597 0.5140745470606544 0.5541665593114264 0.527139647503763 0.47631624473059153 0.49230884199625685,0.6371149292100781
0.22967471264868083 0.36320269956662554 0.0535993038653782 0.1055563518191602 0.17249029136215965 0.09195409651681025,0.47496546877044155 0.5477038771941679 0.361927035409441 0.3772315420520508 0.6943328178401006 0.7142448526788471,0.6078590716214557
0.22967471264868083 0.36320269956662554 0.0535993038653782 0.1055563518191602 0.17249029136215965 0.09195409651681025,0.756132475261775 0.40452776473776175 0.8163091118078645 0.8113615332265535 0.7668832251151134 0.7793811315595608,0.39659140014645655
0.22967471264868083 0.36320269956662554 0.0535993038653782 0.1055563518191602 0.17249029136215965 0.09195409651681025,0.7695080791176988 0.7143349573252181 0.7302429588333111 0.7243245316078218 0.7906483979868291 0.7790821995233337,0.40702739005830463
0.22967471264868083 0.36320269956662554 0.0535993038653782 0.1055563518191602 0.17249029136215965 0.09195409651681025,0.9191134912176085 0.6002222860364068 0.9614775659081546 0.8784170020667394 0.8074844758799709 0.5953694828387646,0.34049193804359407
0.22967471264868083 0.36320269956662554 0.0535993038653782 0.1055563518191602 0.17249029136215965 0.09195409651681025,0.9534582151157384 0.6778563343339965 0.9657786080808929 0.6377315881519209 0.6334816751982353 0.7127812479174396,0.3760221102464114
0.22967471264868083 0.36320269956662554 0.0535993038653782 0.1055563518191602 0.17249029136215965 0.09195409651681025,0.595259258948019 0.7158191314878637 0.7493457461534354 0.7053933926438131 0.8193434020872834 0.9035895140688295,0.3973628795127295
0.47909310540987826 0.11936909472239454 0.2782072548129487 0.2669785875243654 0.11095075863417742 0.04551070322105716,0.46579550026042243 0.4195707010635946 0.6256638156177158 0.5794439241785803 0.5983875005451049 0.4504516325361215,0.6559481113241433
0.47909310540987826 0.11936909472239454 0.2782072548129487 0.2669785875243654 0.11095075863417742 0.04551070322105716,0.4600180697573748 0.475623127310655 0.3887786632525412 0.7542968800554983 0.4683061512144123 0.5486861386808207,0.6445954552024289
0.47909310540987826 0.11936909472239454 0.2782072548129487 0.2669785875243654 0.11095075863417742 0.04551070322105716,0.33791953798258745 0.47897378685036857 0.5043396855842396 0.4099935579626386 0.5626623073389435 0.3744063358664673,0.7019367155666775
0.47909310540987826 0.11936909472239454 0.2782072548129487 0.2669785875243654 0.11095075863417742 0.04551070322105716,0.6787354354504797 0.769203316090622 0.7468910208522507 0.8466348914430171 0.8510856699629692 0.7300453345003988,0.417735050740769
0.47909310540987826 0.11936909472239454 0.2782072548129487 0.2669785875243654 0.11095075863417742 0.04551070322105716,0.9013592091350136 0.8190524363096119 0.7630531489397232 0.6932095440501236 0.8181425016206277 0.7344479007266325,0.41414330056213605
0.47909310540987826 0.11936909472239454 0.2782072548129487 0.2669785875243654 0.11095075863417742 0.04551070322105716,0.9576557489343319 0.789182089471978 0.6501735150283232 0.7390831838769706 0.8038997877237277 0.8328919981645022,0.40291528226845474
0.47909310540987826 0.11936909472239454 0.2782072548129487 0.2669785875243654 0.11095075863417742 0.04551070322105716,0.6360784403825435 0.7880310017062315 0.5989176406320732 0.7584476590528448 0.7281839349505501 0.6463950010937852,0.49039412705100255
0.25364061586250336 0.135230015362567 0.17036605879209238 0.43687921920510386 0.2656851735337855 0.1436527540271231,0.3888013119621382 0.5211977874417234 0.49171180209541 0.37355309792029495 0.5031901692996993 0.362255741917171,0.7487668053519968
0.25364061586250336 0.135230015362567 0.17036605879209238 0.43687921920510386 0.2656851735337855 0.1436527540271231,0.34166008422963745 0.4944681504202258 0.5425297315923726 0.6101162151457833 0.3860205465125944 0.5554404894628377,0.7144111166813077
0.25364061586250336 0.135230015362567 0.17036605879209238 0.43687921920510386 0.2656851735337855 0.1436527540271231,0.47065477839193903 0.4776609858327335 0.4621604822339101 0.4977783537871065 0.5991127555537039 0.5046850176519609,0.7128516486059875
0.25364061586250336 0.135230015362567 0.17036605879209238 0.43687921920510386 0.2656851735337855 0.1436527540271231,0.4129225202104908 0.46266261548823384 0.48525565168728396 0.452862923281793 0.7832807987893249 0.5396377375265481,0.6691669339308721
0.25364061586250336 0.135230015362567 0.17036605879209238 0.43687921920510386 0.2656851735337855 0.1436527540271231,0.8129498176303346 0.6360773796804373 0.8046101241914824 0.5991649498164281 0.9100578752793063 0.72968542888646,0.4597951726214808
0.25364061586250336 0.135230015362567 0.17036605879209238 0.43687921920510386 0.2656851735337855 0.1436527540271231,0.856160071999466 0.5581329017437862 0.8045089363820129 0.7024254521071781 0.7991243367069482 0.7137992583570812,0.4797191600449153
0.25364061586250336 0.135230015362567 0.17036605879209238 0.43687921920510386 0.2656851735337855 0.1436527540271231,0.7892117130306153 0.7093132606664511 0.7043307487048767 0.627183528615198 0.7440093451711409 0.7991606821992634,0.4842115016819236
0.3978470873296207 0.2769727710737312 0.2368255068209832 0.37548416865643863 0.1921936692312605 0.16385912404567377,0.4250976867549406 0.2282922181211524 0.491876492105062 0.301060798388294 0.41800900187128026 0.5359877894270404,0.7905664215894465
0.3978470873296207 0.2769727710737312 0.2368255068209832 0.37548416865643863 0.1921936692312605 0.16385912404567377,0.3113763198813915 0.6529959357786007 0.454963845258538 0.4514609328076093 0.4561569546881168 0.4929241160299248,0.7482766722425511
0.3978470873296207 0.2769727710737312 0.2368255068209832 0.37548416865643863 0.1921936692312605 0.16385912404567377,0.6002489018951456 0.4561756762128931 0.46267759044318163 0.5203383469238938 0.5803028809125612 0.45803078302712197,0.747598931087994
0.3978470873296207 0.2769727710737312 0.2368255068209832 0.37548416865643863 0.1921936692312605 0.16385912404567377,0.5078903837034623 0.5539659639573665 0.5544423322133445 0.7217620589329351 0.3774671134822115 0.6836419521889564,0.6800718782224685
0.3978470873296207 0.2769727710737312 0.2368255068209832 0.37548416865643863 0.1921936692312605 0.16385912404567377,0.5330685165716639 0.5182461179639462 0.568385289088085 0.36115786934351646 0.6057891481303675 0.643746451142652,0.6869537143411159
0.3978470873296207 0.2769727710737312 0.2368255068209832 0.37548416865643863 0.1921936692312605 0.16385912404567377,0.7610585609750777 0.8825054785166905 0.7876503849917963 0.9734551944144627 0.8554498393890742 0.8646883730394166,0.409711904811664
0.3978470873296207 0.2769727710737312 0.2368255068209832 0.37548416865643863 0.1921936692312605 0.16385912404567377,0.843774773931455 0.8520135154922862 0.7799577529422587 0.7428696918506709 0.4809416761372571 0.6825218995945929,0.5324042691453001
0.3978470873296207 0.2769727710737312 0.2368255068209832 0.37548416865643863 0.1921936692312605 0.16385912404567377,0.8104796711226927 0.8539584205000109 0.6015013484695534 0.626768508323603 0.9253918968630329 0.8590840211269835,0.4645519514431927
0.3978470873296207 0.2769727710737312 0.2368255068209832 0.37548416865643863 0.1921936692312605 0.16385912404567377,0.5430192728053278 0.74610015712447 0.8043741547539816 0.8276110512322747 0.6460210156855042 0.8502076645053007,0.5092999502619292
0.3978470873296207 0.2769727710737312 0.2368255068209832 0.37548416865643863 0.1921936692312605 0.16385912404567377,0.8118764332604099 0.6974978473114257 0.630560233152885 0.8295992676110554 0.8947288993199235 0.7984674774386165,0.4826682707445431
0.3978470873296207 0.2769727710737312 0.2368255068209832 0.37548416865643863 0.1921936692312605 0.16385912404567377,0.6361635636785872 0.7118756565311917 0.7742856337682813 0.5379573040309323 0.7916253023895748 0.6764174516418177,0.5559222116801613
0.2532796370056137 0.16441109723869435 0.19066456458854414 0.0944365152366469 0.3508962757560414 0.094013475013275,0.3825316436465821 0.5111805889013473 0.4082259172865128 0.6096680005426298 0.4023264162498773 0.46581209668916584,0.6862509331651648
0.2532796370056137 0.16441109723869435 0.19066456458854414 0.0944365152366469 0.3508962757560414 0.094013475013275,0.5815327489263252 0.5005918220108592 0.43803124814110284 0.3444915387207777 0.5321554506981792 0.30003939129398627,0.7354919841241665
0.2532796370056137 0.16441109723869435 0.19066456458854414 0.0944365152366469 0.3508962757560414 0.094013475013275,0.4136913671993936 0.5133456601215257 0.520564450327043 0.4692415099719021 0.5514608765295311 0.22668543766546045,0.724734074089504
0.2532796370056137 0.16441109723869435 0.19066456458854414 0.0944365152366469 0.3508962757560414 0.094013475013275,0.2828602556064739 0.5886456564782112 0.5660078182533741 0.4601540783363702 0.5337365943697298 0.5605006574428535,0.656847278469411
0.2532796370056137 0.16441109723869435 0.19066456458854414 0.0944365152366469 0.3508962757560414 0.094013475013275,0.5473392866484166 0.5447121858072942 0.5584850918840345 0.47053935057795754 0.4398498272778469 0.4864221145840195,0.6658985799430757
0.2532796370056137 0.16441109723869435 0.19066456458854414 0.0944365152366469 0.3508962757560414 0.094013475013275,0.30017323572298416 0.6171180499237957 0.4648446929403141 0.528966728904217 0.6505248918443459 0.5736054405087141,0.6369298495401003
0.2532796370056137 0.16441109723869435 0.19066456458854414 0.0944365152366469 0.3508962757560414 0.094013475013275,0.5918379620065513 0.4660116288639644 0.48906481526724066 0.4193693560201482 0.5339038429073723 0.5062410738086381,0.6828165505652208
0.2532796370056137 0.16441109723869435 0.19066456458854414 0.0944365152366469 0.3508962757560414 0.094013475013275,0.5709747032584431 0.6020085763173076 0.5392854189715084 0.6477553316175393 0.5357643995128835 0.4766234125343898,0.6125539803274755
0.2532796370056137 0.16441109723869435 0.19066456458854414 0.0944365152366469 0.3508962757560414 0.094013475013275,0.7879638890479308 0.576461995332789 0.7796254576000644 0.7748325786294863 0.9059050421341828 0.8157476946170074,0.4091782639008619
