P1,P2,dist
0.18700841781047517 0.836988163456877,0.6904363965658428 0.8383435686080799,0.6440213721886954
0.18700841781047517 0.836988163456877,0.5526983741776873 0.15927949411342845,0.4554735154783006
0.18700841781047517 0.836988163456877,0.8722345487236985 0.5742076199206105,0.4810643274222124
0.18700841781047517 0.836988163456877,0.18896304856838675 0.45513958956612033,0.729988746564329
0.18700841781047517 0.836988163456877,0.5647934520901663 0.592379864514846,0.6817589341104597
0.18700841781047517 0.836988163456877,0.15304836997394833 0.38297118043930234,0.6780646759693495
0.18700841781047517 0.836988163456877,0.36927370895869915 0.20106266990009847,0.5322276890875332
0.18700841781047517 0.836988163456877,0.905225978802388 0.35868955018238535,0.3898336176183281
0.18700841781047517 0.836988163456877,0.18177156697142716 0.03758214279270644,0.43472245291324607
0.18700841781047517 0.836988163456877,0.7854190294162549 0.3739451905486011,0.46497474132423544
0.18700841781047517 0.836988163456877,0.783493479733199 0.786410148548106,0.5767078050039975
0.0964133659287596 0.8712578765898291,0.38685077147414215 0.16487364192537168,0.4599386268568987
0.0964133659287596 0.8712578765898291,0.6534267069641305 0.35551579406733946,0.4632254859924789
0.0964133659287596 0.8712578765898291,0.5304367689939553 0.6240736027570813,0.6468170589917202
0.0964133659287596 0.8712578765898291,0.16357975818206283 0.18205826332747388,0.5103534789415407
0.0964133659287596 0.8712578765898291,0.0037377872380011112 0.8665432505386659,0.9343837269251397
0.0964133659287596 0.8712578765898291,0.308954519175649 0.17302490553241545,0.48390745805854707
0.0964133659287596 0.8712578765898291,0.7817600204471957 0.5597443149263214,0.4676745657213547
0.0964133659287596 0.8712578765898291,0.22140076015829524 0.2018010918624168,0.5184430276001322
0.0964133659287596 0.8712578765898291,0.4133950526510153 0.9840587245631555,0.7620909616883085
0.0964133659287596 0.8712578765898291,0.5758172558811107 0.8146789843935194,0.6586576053699105
0.0964133659287596 0.8712578765898291,0.5021556501056286 0.4598737791029889,0.5914270708709857
0.0964133659287596 0.8712578765898291,0.1628765493077995 0.3169839409597188,0.605261510323754
0.0964133659287596 0.8712578765898291,0.6199614189766294 0.8414867958368901,0.6291975720822388
0.0964133659287596 0.8712578765898291,0.4940831233661934 0.038758950972350936,0.3476213917001099
0.0964133659287596 0.8712578765898291,0.060732794384822264 0.6446613889053153,0.8377978554139003
0.0964133659287596 0.8712578765898291,0.8713640805729217 0.26714913182906463,0.30519931432679054
0.0964133659287596 0.8712578765898291,0.7854190294162549 0.3739451905486011,0.3991469763680204
0.0964133659287596 0.8712578765898291,0.7611178447368746 0.8723992390136123,0.5299822626454667
0.0964133659287596 0.8712578765898291,0.19006985901088636 0.12088604219652566,0.4652900652937082
0.30232535881648626 0.7537115280484159,0.5080605458044428 0.4124769337054982,0.7182483225060186
0.30232535881648626 0.7537115280484159,0.7038716867861071 0.7264240119000624,0.715409010996981
0.30232535881648626 0.7537115280484159,0.9833330758227612 0.6744087683921492,0.5152008465811856
0.30232535881648626 0.7537115280484159,0.9889142574816139 0.3743599400998223,0.44533255772070407
0.30232535881648626 0.7537115280484159,0.7338045077668185 0.7356760716778783,0.6946317520882398
0.30232535881648626 0.7537115280484159,0.5063958888237886 0.9728339090631141,0.7882697481711556
0.30232535881648626 0.7537115280484159,0.4161807017175817 0.8765935608568443,0.8815452974883274
0.30232535881648626 0.7537115280484159,0.8955768352357861 0.25728698675627537,0.4530152472551035
0.30232535881648626 0.7537115280484159,0.33681319652220076 0.31536570846792833,0.6890848439740312
0.30232535881648626 0.7537115280484159,0.45596487796123086 0.6105127076405313,0.8514890508931446
0.30232535881648626 0.7537115280484159,0.30232535881648626 0.7537115280484159,1.0
0.30232535881648626 0.7537115280484159,0.6227295386966003 0.29865984426384906,0.6064705389682891
0.30232535881648626 0.7537115280484159,0.7176860544705412 0.8896109942948394,0.6909747806243937
0.30232535881648626 0.7537115280484159,0.1394045632826848 0.17599419165521457,0.575558893139094
0.30232535881648626 0.7537115280484159,0.6199614189766294 0.8414867958368901,0.7669794383006122
0.30232535881648626 0.7537115280484159,0.22328219047045383 0.38759617887611153,0.7351526181347666
0.30232535881648626 0.7537115280484159,0.060732794384822264 0.6446613889053153,0.8125714802440711
0.30232535881648626 0.7537115280484159,0.19006985901088636 0.12088604219652566,0.5455391145652434
0.5059522475837231 0.18072917599992044,0.8976680693338719 0.6883521482444395,0.546611443152921
0.5059522475837231 0.18072917599992044,0.5452304333232953 0.7812000888645182,0.5744955387593241
0.5059522475837231 0.18072917599992044,0.6534267069641305 0.35551579406733946,0.8382918090742012
0.5059522475837231 0.18072917599992044,0.5008843630017054 0.2986416115293751,0.916546342480918
0.5059522475837231 0.18072917599992044,0.5304367689939553 0.6240736027570813,0.686030437362693
0.5059522475837231 0.18072917599992044,0.7338045077668185 0.7356760716778783,0.5758050510124224
0.5059522475837231 0.18072917599992044,0.7490392019105819 0.8555566456499051,0.4928100054426797
0.5059522475837231 0.18072917599992044,0.22378663932775056 0.9564076455364557,0.41635005414846277
0.5059522475837231 0.18072917599992044,0.5474319588981146 0.3198595140728332,0.8973408128246472
0.5059522475837231 0.18072917599992044,0.04484266663631031 0.7834946788534302,0.4633677716201984
0.5059522475837231 0.18072917599992044,0.22020744956438365 0.17584682933564844,0.7979184237689353
0.5059522475837231 0.18072917599992044,0.7389624708310798 0.09179620937089861,0.8236440578103168
0.5059522475837231 0.18072917599992044,0.2524620739738309 0.7246766336599741,0.5756557383376034
0.5059522475837231 0.18072917599992044,0.8255712732618715 0.38893446601625214,0.7302725779919349
0.5059522475837231 0.18072917599992044,0.5254846300946369 0.6942682122262639,0.6366105011872011
0.5059522475837231 0.18072917599992044,0.5918935470273893 0.34707384373584316,0.8676057866932236
0.5059522475837231 0.18072917599992044,0.12880762482524166 0.8480365516847205,0.4579957564193007
0.5059522475837231 0.18072917599992044,0.6227295386966003 0.29865984426384906,0.8826446033690005
0.5059522475837231 0.18072917599992044,0.46849298385593463 0.645389548242181,0.6703695569494952
0.5059522475837231 0.18072917599992044,0.1394045632826848 0.17599419165521457,0.7407900224304643
0.5059522475837231 0.18072917599992044,0.36927370895869915 0.20106266990009847,0.9022900366010183
0.5059522475837231 0.18072917599992044,0.905225978802388 0.35868955018238535,0.6908969369122675
0.5059522475837231 0.18072917599992044,0.377957064769722 0.3072512832671581,0.8727392235389632
0.5059522475837231 0.18072917599992044,0.2906632770206845 0.11804033911860379,0.841445228523981
0.5059522475837231 0.18072917599992044,0.19006985901088636 0.12088604219652566,0.7726644725588501
0.59999233928682 0.6331059632431612,0.8789690213623323 0.07649202642352149,0.5597460597543054
0.59999233928682 0.6331059632431612,0.5125274391024867 0.5879494741668235,0.9303967771221878
0.59999233928682 0.6331059632431612,0.38685077147414215 0.16487364192537168,0.6362206474686256
0.59999233928682 0.6331059632431612,0.05515007220873491 0.3134628381908585,0.5533318774593438
0.59999233928682 0.6331059632431612,0.9827624067362505 0.7304681659964104,0.7207220711726343
0.59999233928682 0.6331059632431612,0.552904684187616 0.9781686716874896,0.7537424924782219
0.59999233928682 0.6331059632431612,0.22378663932775056 0.9564076455364557,0.6492474472969814
0.59999233928682 0.6331059632431612,0.308954519175649 0.17302490553241545,0.615047020793902
0.59999233928682 0.6331059632431612,0.5474319588981146 0.3198595140728332,0.7754048848433872
0.59999233928682 0.6331059632431612,0.03473876722575864 0.6373817117423319,0.6002939312738561
0.59999233928682 0.6331059632431612,0.6576060093432711 0.46161835666795037,0.8720794500749237
0.59999233928682 0.6331059632431612,0.4065891032040766 0.9586445252375024,0.7322499607165099
0.59999233928682 0.6331059632431612,0.11978781574856712 0.6545332763697729,0.6601062561811218
0.59999233928682 0.6331059632431612,0.8955768352357861 0.25728698675627537,0.6619097033830647
0.59999233928682 0.6331059632431612,0.9019042739110812 0.2422239522142704,0.6507582765371855
0.59999233928682 0.6331059632431612,0.5059522475837231 0.18072917599992044,0.673282770209434
0.59999233928682 0.6331059632431612,0.2923142959088555 0.8632181357834942,0.7283224426566259
0.59999233928682 0.6331059632431612,0.568943589527718 0.6694043640214998,0.9662242782411076
0.59999233928682 0.6331059632431612,0.22328219047045383 0.38759617887611153,0.6820490679041781
0.59999233928682 0.6331059632431612,0.4940831233661934 0.038758950972350936,0.5731129347168268
0.59999233928682 0.6331059632431612,0.7854190294162549 0.3739451905486011,0.774669838330508
0.59999233928682 0.6331059632431612,0.2614771989177008 0.16279114748251144,0.5902509754843226
0.59999233928682 0.6331059632431612,0.2527553216497307 0.08275436982459816,0.5398584876389375
0.9204576720482072 0.5376813918307487,0.2781027862568659 0.07250189492643389,0.4391917602066824
0.9204576720482072 0.5376813918307487,0.5125274391024867 0.5879494741668235,0.709367968856755
0.9204576720482072 0.5376813918307487,0.5336371369067245 0.6395367367154201,0.7171531883786576
0.9204576720482072 0.5376813918307487,0.8603128608896922 0.0033086634850840735,0.6197555976027505
0.9204576720482072 0.5376813918307487,0.6796043442060397 0.8670442811506399,0.7114776972279322
0.9204576720482072 0.5376813918307487,0.3612102416002624 0.33834129070333874,0.580182084481787
0.9204576720482072 0.5376813918307487,0.4133950526510153 0.9840587245631555,0.5223153638815462
0.9204576720482072 0.5376813918307487,0.7857694730818793 0.4529427129405077,0.8874798803749825
0.9204576720482072 0.5376813918307487,0.5455202107698457 0.2854027574709781,0.6804514049285355
0.9204576720482072 0.5376813918307487,0.7922317023502695 0.5060541420506871,0.9066132176546734
0.9204576720482072 0.5376813918307487,0.45596487796123086 0.6105127076405313,0.6675410128141289
0.9204576720482072 0.5376813918307487,0.8571066843646331 0.11142966240758168,0.6952838333163753
0.9204576720482072 0.5376813918307487,0.0964133659287596 0.8712578765898291,0.3713815586414495
0.9204576720482072 0.5376813918307487,0.59999233928682 0.6331059632431612,0.7635640907866266
0.9204576720482072 0.5376813918307487,0.5918935470273893 0.34707384373584316,0.7314058622740927
0.9204576720482072 0.5376813918307487,0.2923142959088555 0.8632181357834942,0.4997309360698493
0.9204576720482072 0.5376813918307487,0.6904363965658428 0.8383435686080799,0.7323177894227775
0.9204576720482072 0.5376813918307487,0.4940831233661934 0.038758950972350936,0.535931654949461
0.9204576720482072 0.5376813918307487,0.43629439397708636 0.11317118111311453,0.5446852743232965
0.9204576720482072 0.5376813918307487,0.6019499427465632 0.03607495277145434,0.5798475316443834
0.5254846300946369 0.6942682122262639,0.8789690213623323 0.07649202642352149,0.4967114989318365
0.5254846300946369 0.6942682122262639,0.5452304333232953 0.7812000888645182,0.9369641057769719
0.5254846300946369 0.6942682122262639,0.6132168716982077 0.6775462318817685,0.9368471265759466
0.5254846300946369 0.6942682122262639,0.6534267069641305 0.35551579406733946,0.7439508095675773
0.5254846300946369 0.6942682122262639,0.5008843630017054 0.2986416115293751,0.7197094540302696
0.5254846300946369 0.6942682122262639,0.32988519263849736 0.5153192429842761,0.8125408397464556
0.5254846300946369 0.6942682122262639,0.5872393346633806 0.02019252471991617,0.5213604299561474
0.5254846300946369 0.6942682122262639,0.07047386078490303 0.07731790893523971,0.4579379754498926
0.5254846300946369 0.6942682122262639,0.6576060093432711 0.46161835666795037,0.8108148867565611
0.5254846300946369 0.6942682122262639,0.4065891032040766 0.9586445252375024,0.7950231949756262
0.5254846300946369 0.6942682122262639,0.11978781574856712 0.6545332763697729,0.7117563788233392
0.5254846300946369 0.6942682122262639,0.2524620739738309 0.7246766336599741,0.8057501760041611
0.5254846300946369 0.6942682122262639,0.9019042739110812 0.2422239522142704,0.5840458190733686
0.5254846300946369 0.6942682122262639,0.30232535881648626 0.7537115280484159,0.8367003243216213
0.5254846300946369 0.6942682122262639,0.9204576720482072 0.5376813918307487,0.6995643694635787
0.5254846300946369 0.6942682122262639,0.36708953739201033 0.4252206819411857,0.7792336314734808
0.5254846300946369 0.6942682122262639,0.8785749012019679 0.3045569190735168,0.6281481265601618
0.5254846300946369 0.6942682122262639,0.1628765493077995 0.3169839409597188,0.6299810534600684
0.5254846300946369 0.6942682122262639,0.18896304856838675 0.45513958956612033,0.7080845387716967
0.5254846300946369 0.6942682122262639,0.22328219047045383 0.38759617887611153,0.6955545610836606
0.5254846300946369 0.6942682122262639,0.8713640805729217 0.26714913182906463,0.6113720911318196
0.5254846300946369 0.6942682122262639,0.43629439397708636 0.11317118111311453,0.5842905715603621
0.5254846300946369 0.6942682122262639,0.33406197770095203 0.6865015965550205,0.8645323799418874
0.5254846300946369 0.6942682122262639,0.19006985901088636 0.12088604219652566,0.5302819028559915
0.5918935470273893 0.34707384373584316,0.9031496633343826 0.1565555226010077,0.7419519418533159
0.5918935470273893 0.34707384373584316,0.05515007220873491 0.3134628381908585,0.6197216430993289
0.5918935470273893 0.34707384373584316,0.9827624067362505 0.7304681659964104,0.6128503701204501
0.5918935470273893 0.34707384373584316,0.308954519175649 0.17302490553241545,0.7651090397956656
0.5918935470273893 0.34707384373584316,0.11645424475523647 0.24860065307198131,0.6566783582232597
0.5918935470273893 0.34707384373584316,0.3612102416002624 0.33834129070333874,0.8367654373527919
0.5918935470273893 0.34707384373584316,0.4065891032040766 0.9586445252375024,0.5481391611496571
0.5918935470273893 0.34707384373584316,0.7389624708310798 0.09179620937089861,0.7916782069060728
0.5918935470273893 0.34707384373584316,0.5254846300946369 0.6942682122262639,0.7500459304595709
0.5918935470273893 0.34707384373584316,0.4940831233661934 0.038758950972350936,0.7712807921527509
0.5918935470273893 0.34707384373584316,0.8713640805729217 0.26714913182906463,0.7944620002364451
0.5918935470273893 0.34707384373584316,0.9586397177150704 0.6106083937168156,0.6806622377890837
0.5918935470273893 0.34707384373584316,0.2527553216497307 0.08275436982459816,0.6959609233987967
0.5918935470273893 0.34707384373584316,0.783493479733199 0.786410148548106,0.6610848757144612
0.9777513648875662 0.9981943246714821,0.5080605458044428 0.4124769337054982,0.46911661939227434
0.9777513648875662 0.9981943246714821,0.2723344331710422 0.14679400591101732,0.2181766342907831
0.9777513648875662 0.9981943246714821,0.4065891032040766 0.9586445252375024,0.5951602071147977
0.9777513648875662 0.9981943246714821,0.4133950526510153 0.9840587245631555,0.6008146656303229
0.9777513648875662 0.9981943246714821,0.7857694730818793 0.4529427129405077,0.5912480172057171
0.9777513648875662 0.9981943246714821,0.8196985014491793 0.342604369761249,0.5231463030340047
0.9777513648875662 0.9981943246714821,0.5758172558811107 0.8146789843935194,0.6875668806767201
0.9777513648875662 0.9981943246714821,0.0964133659287596 0.8712578765898291,0.37036934228855267
0.9777513648875662 0.9981943246714821,0.5059522475837231 0.18072917599992044,0.33260069059771136
0.9777513648875662 0.9981943246714821,0.27835600375125014 0.46994649534460886,0.3802421277758744
0.9777513648875662 0.9981943246714821,0.019319206102617725 0.5601723167607568,0.2548639445016367
0.9777513648875662 0.9981943246714821,0.8556876341866331 0.6871302077837074,0.7637158075877682
0.9777513648875662 0.9981943246714821,0.11392730836258502 0.8019389329590915,0.37361825561106204
0.9777513648875662 0.9981943246714821,0.5799664837108909 0.37462210358275116,0.4769918133497934
0.9777513648875662 0.9981943246714821,0.9178267542441689 0.35582793757207143,0.5438062175807782
0.5021556501056286 0.4598737791029889,0.5063604129562786 0.8165669502642375,0.7477623160749983
0.5021556501056286 0.4598737791029889,0.38685077147414215 0.16487364192537168,0.7760353867560381
0.5021556501056286 0.4598737791029889,0.9031496633343826 0.1565555226010077,0.6444735147891906
0.5021556501056286 0.4598737791029889,0.9833330758227612 0.6744087683921492,0.6274701510958707
0.5021556501056286 0.4598737791029889,0.05515007220873491 0.3134628381908585,0.667396519644103
0.5021556501056286 0.4598737791029889,0.060503421931124124 0.6509576690458656,0.6597282382806311
0.5021556501056286 0.4598737791029889,0.03828117056952951 0.5043936060823732,0.6704840309187117
0.5021556501056286 0.4598737791029889,0.22140076015829524 0.2018010918624168,0.7303476125370765
0.5021556501056286 0.4598737791029889,0.7389624708310798 0.09179620937089861,0.6905177164343832
0.5021556501056286 0.4598737791029889,0.7932771461642254 0.23071196504787472,0.7380201701576757
0.5021556501056286 0.4598737791029889,0.30232535881648626 0.7537115280484159,0.7487304554646352
0.5021556501056286 0.4598737791029889,0.5254846300946369 0.6942682122262639,0.8334392129183628
0.5021556501056286 0.4598737791029889,0.6824691183078783 0.06522646084880357,0.6931943183215605
0.5021556501056286 0.4598737791029889,0.2670480116191133 0.9591450176948838,0.6097773895839769
0.5021556501056286 0.4598737791029889,0.22328219047045383 0.38759617887611153,0.7962913134112248
0.5021556501056286 0.4598737791029889,0.4250450749171003 0.07503122848114863,0.7224663717898052
0.5021556501056286 0.4598737791029889,0.845051562791726 0.8059169087544037,0.6555268845644282
0.5021556501056286 0.4598737791029889,0.6019499427465632 0.03607495277145434,0.6921328646609948
0.5021556501056286 0.4598737791029889,0.6762500445318923 0.9307656029891953,0.6450014310074438
0.5021556501056286 0.4598737791029889,0.377957064769722 0.3072512832671581,0.8608617327357447
0.5021556501056286 0.4598737791029889,0.9457404545802442 0.33092039349314906,0.6733530541846265
0.12880762482524166 0.8480365516847205,0.28321937977099865 0.14999439396946124,0.4944775751694079
0.12880762482524166 0.8480365516847205,0.2723344331710422 0.14679400591101732,0.49386708627223413
0.12880762482524166 0.8480365516847205,0.7338045077668185 0.7356760716778783,0.5648873100928956
0.12880762482524166 0.8480365516847205,0.12692203347472208 0.7297405773470567,0.9163414887795678
0.12880762482524166 0.8480365516847205,0.8661373317218702 0.014676665751273799,0.2131887786275302
0.12880762482524166 0.8480365516847205,0.03473876722575864 0.6373817117423319,0.8368675207672838
0.12880762482524166 0.8480365516847205,0.34442363404142484 0.26489214798342997,0.5603708045418009
0.12880762482524166 0.8480365516847205,0.11780164089721523 0.5114097018492164,0.7618416832100976
0.12880762482524166 0.8480365516847205,0.22020744956438365 0.17584682933564844,0.5203162756596446
0.12880762482524166 0.8480365516847205,0.7389624708310798 0.09179620937089861,0.31290888833891384
0.12880762482524166 0.8480365516847205,0.659817255006194 0.5611468277902241,0.5732231607612872
0.12880762482524166 0.8480365516847205,0.09147074151689283 0.43497074451496676,0.7067275976945825
0.12880762482524166 0.8480365516847205,0.7352152639016405 0.12371717828884232,0.33202964908358046
0.12880762482524166 0.8480365516847205,0.8722345487236985 0.5742076199206105,0.439792058674551
0.12880762482524166 0.8480365516847205,0.4940831233661934 0.038758950972350936,0.3721638649897928
0.12880762482524166 0.8480365516847205,0.18177156697142716 0.03758214279270644,0.42569976142257776
0.12880762482524166 0.8480365516847205,0.6019499427465632 0.03607495277145434,0.3354906730836096
0.12880762482524166 0.8480365516847205,0.7373119115049168 0.05000188274218709,0.2903744650374542
0.12880762482524166 0.8480365516847205,0.33406197770095203 0.6865015965550205,0.8153071589054128
0.12880762482524166 0.8480365516847205,0.2527553216497307 0.08275436982459816,0.45181214468911995
0.12880762482524166 0.8480365516847205,0.47718368476523676 0.8932559548844334,0.7515944107260736
0.7352152639016405 0.12371717828884232,0.6780816620098415 0.009461909646591882,0.9096713919136263
0.7352152639016405 0.12371717828884232,0.7456477638731561 0.48429654333472083,0.7449251918039097
0.7352152639016405 0.12371717828884232,0.32988519263849736 0.5153192429842761,0.6014748165147457
0.7352152639016405 0.12371717828884232,0.11645424475523647 0.24860065307198131,0.5536475153597734
0.7352152639016405 0.12371717828884232,0.531360974769481 0.11264105838914817,0.8556406365530616
0.7352152639016405 0.12371717828884232,0.4065891032040766 0.9586445252375024,0.3655321804151336
0.7352152639016405 0.12371717828884232,0.4133950526510153 0.9840587245631555,0.3504787052701532
0.7352152639016405 0.12371717828884232,0.7922317023502695 0.5060541420506871,0.7266573321707783
0.7352152639016405 0.12371717828884232,0.18700841781047517 0.836988163456877,0.36388434841461365
0.7352152639016405 0.12371717828884232,0.9777513648875662 0.9981943246714821,0.3583092490042498
0.7352152639016405 0.12371717828884232,0.6227295386966003 0.29865984426384906,0.8529320314389524
0.7352152639016405 0.12371717828884232,0.6666234422557502 0.34035306232300455,0.8393202809188965
0.7352152639016405 0.12371717828884232,0.1628765493077995 0.3169839409597188,0.5728444980008972
0.7352152639016405 0.12371717828884232,0.25457345810055176 0.1258935403002832,0.6601314356730411
0.7352152639016405 0.12371717828884232,0.3471730860422392 0.44169128574229444,0.6452576534943377
0.7352152639016405 0.12371717828884232,0.26033962944165734 0.9646661072261143,0.31710104360728575
0.7352152639016405 0.12371717828884232,0.0011970838212860269 0.13787664159359414,0.48087420643472445
0.7352152639016405 0.12371717828884232,0.9178267542441689 0.35582793757207143,0.7911670991197071
0.6227295386966003 0.29865984426384906,0.6968494824149378 0.7494776084768356,0.6769439502293716
0.6227295386966003 0.29865984426384906,0.012783553490248178 0.6735647656970107,0.4937452197834807
0.6227295386966003 0.29865984426384906,0.12692203347472208 0.7297405773470567,0.5354272496853165
0.6227295386966003 0.29865984426384906,0.04484266663631031 0.7834946788534302,0.46660612408318164
0.6227295386966003 0.29865984426384906,0.11978781574856712 0.6545332763697729,0.5643417185678747
0.6227295386966003 0.29865984426384906,0.7389624708310798 0.09179620937089861,0.8322164222075021
0.6227295386966003 0.29865984426384906,0.6914147832771159 0.7079978986429015,0.7065078318030332
0.6227295386966003 0.29865984426384906,0.18284785465713116 0.08155458565797535,0.6531350484210586
0.6227295386966003 0.29865984426384906,0.9019042739110812 0.2422239522142704,0.7986004683551782
0.6227295386966003 0.29865984426384906,0.5059522475837231 0.18072917599992044,0.8826446033690005
0.6227295386966003 0.29865984426384906,0.9777513648875662 0.9981943246714821,0.44529783381027555
0.6227295386966003 0.29865984426384906,0.2923142959088555 0.8632181357834942,0.5374525444940461
0.6227295386966003 0.29865984426384906,0.46849298385593463 0.645389548242181,0.7316621509458464
0.6227295386966003 0.29865984426384906,0.568943589527718 0.6694043640214998,0.7350996156492703
0.6227295386966003 0.29865984426384906,0.5185982556255723 0.9637965716329955,0.5239484323051983
0.6227295386966003 0.29865984426384906,0.1394045632826848 0.17599419165521457,0.6474025707774061
0.6227295386966003 0.29865984426384906,0.060732794384822264 0.6446613889053153,0.5333323401438029
0.6227295386966003 0.29865984426384906,0.18177156697142716 0.03758214279270644,0.6376427874090033
0.6227295386966003 0.29865984426384906,0.2614771989177008 0.16279114748251144,0.7270865011026493
0.6227295386966003 0.29865984426384906,0.33406197770095203 0.6865015965550205,0.6581300060026745
0.6227295386966003 0.29865984426384906,0.26033962944165734 0.9646661072261143,0.4638606577414936
0.6227295386966003 0.29865984426384906,0.22533693853909442 0.3285550253520966,0.7182069904058633
0.6227295386966003 0.29865984426384906,0.47718368476523676 0.8932559548844334,0.5671442905760997
0.1328562963997123 0.7093887649984012,0.5452304333232953 0.7812000888645182,0.704019177108656
0.1328562963997123 0.7093887649984012,0.060503421931124124 0.6509576690458656,0.9342385697460825
0.1328562963997123 0.7093887649984012,0.3482657780021091 0.3400365603347527,0.6976572343728802
0.1328562963997123 0.7093887649984012,0.09489405974031506 0.44585625413616137,0.8117308898231834
0.1328562963997123 0.7093887649984012,0.3612102416002624 0.33834129070333874,0.6919239116148408
0.1328562963997123 0.7093887649984012,0.6576060093432711 0.46161835666795037,0.589663286751852
0.1328562963997123 0.7093887649984012,0.4065891032040766 0.9586445252375024,0.7382194778699456
0.1328562963997123 0.7093887649984012,0.5021556501056286 0.4598737791029889,0.6848494480141315
0.1328562963997123 0.7093887649984012,0.9114573721271869 0.27564686242956404,0.369781120098733
0.1328562963997123 0.7093887649984012,0.4250450749171003 0.07503122848114863,0.5061458887344762
0.1328562963997123 0.7093887649984012,0.6762500445318923 0.9307656029891953,0.5850997289058844
0.3318174425882854 0.5189368355201186,0.28321937977099865 0.14999439396946124,0.7368647715651198
0.3318174425882854 0.5189368355201186,0.22619410238022564 0.4067403460716331,0.8910405069732984
0.3318174425882854 0.5189368355201186,0.6534267069641305 0.35551579406733946,0.7449128034162796
0.3318174425882854 0.5189368355201186,0.7038716867861071 0.7264240119000624,0.6987731013108771
0.3318174425882854 0.5189368355201186,0.3584431906256066 0.2560007005030497,0.8131252537710604
0.3318174425882854 0.5189368355201186,0.5872393346633806 0.02019252471991617,0.6037764327385419
0.3318174425882854 0.5189368355201186,0.6490783489925313 0.8242591649645022,0.6886511541776745
0.3318174425882854 0.5189368355201186,0.4106124725702023 0.5663236358043527,0.934983980470083
0.3318174425882854 0.5189368355201186,0.6576060093432711 0.46161835666795037,0.7660944653859232
0.3318174425882854 0.5189368355201186,0.4065891032040766 0.9586445252375024,0.68461638150671
0.3318174425882854 0.5189368355201186,0.5758172558811107 0.8146789843935194,0.7288917858979644
0.3318174425882854 0.5189368355201186,0.18284785465713116 0.08155458565797535,0.6732775102454316
0.3318174425882854 0.5189368355201186,0.4981959395572251 0.28126621156451437,0.7948547712654646
0.3318174425882854 0.5189368355201186,0.5728267849985398 0.7739230925326813,0.7519037541655458
0.3318174425882854 0.5189368355201186,0.5868877422141547 0.06718924227077616,0.6331643789394191
0.3318174425882854 0.5189368355201186,0.6199614189766294 0.8414867958368901,0.6941688145158857
0.3318174425882854 0.5189368355201186,0.7854190294162549 0.3739451905486011,0.6632679279572568
0.3318174425882854 0.5189368355201186,0.6022936480012653 0.2697359346508079,0.7399437881066091
0.3318174425882854 0.5189368355201186,0.0011970838212860269 0.13787664159359414,0.6432671216256204
0.4981959395572251 0.28126621156451437,0.5872393346633806 0.02019252471991617,0.8049510366924985
0.4981959395572251 0.28126621156451437,0.308954519175649 0.17302490553241545,0.8458434310196759
0.4981959395572251 0.28126621156451437,0.2528393991316127 0.3211487550378175,0.8242296253580753
0.4981959395572251 0.28126621156451437,0.6914147832771159 0.7079978986429015,0.6687648461249788
0.4981959395572251 0.28126621156451437,0.18284785465713116 0.08155458565797535,0.73605952548691
0.4981959395572251 0.28126621156451437,0.5021556501056286 0.4598737791029889,0.87367434447105
0.4981959395572251 0.28126621156451437,0.2923142959088555 0.8632181357834942,0.5635052730596122
0.4981959395572251 0.28126621156451437,0.2906632770206845 0.11804033911860379,0.8133017254294589
0.27835600375125014 0.46994649534460886,0.8789690213623323 0.07649202642352149,0.4922882628706202
0.27835600375125014 0.46994649534460886,0.6534267069641305 0.35551579406733946,0.7227163746239129
0.27835600375125014 0.46994649534460886,0.9031496633343826 0.1565555226010077,0.5057424664952167
0.27835600375125014 0.46994649534460886,0.9889142574816139 0.3743599400998223,0.49303361971038523
0.27835600375125014 0.46994649534460886,0.552904684187616 0.9781686716874896,0.5915475802152448
0.27835600375125014 0.46994649534460886,0.7490392019105819 0.8555566456499051,0.5697455049345969
0.27835600375125014 0.46994649534460886,0.6490783489925313 0.8242591649645022,0.6373896546467742
0.27835600375125014 0.46994649534460886,0.0037377872380011112 0.8665432505386659,0.658895799592432
0.27835600375125014 0.46994649534460886,0.8661373317218702 0.014676665751273799,0.47428262951998157
0.27835600375125014 0.46994649534460886,0.8196985014491793 0.342604369761249,0.6067648815518121
0.27835600375125014 0.46994649534460886,0.5254846300946369 0.6942682122262639,0.7639991624770129
0.27835600375125014 0.46994649534460886,0.1328562963997123 0.7093887649984012,0.8018803829294755
0.27835600375125014 0.46994649534460886,0.27835600375125014 0.46994649534460886,1.0
0.27835600375125014 0.46994649534460886,0.5728267849985398 0.7739230925326813,0.7007385652590459
0.27835600375125014 0.46994649534460886,0.040645238937876305 0.19096380128667723,0.7408304114175617
0.27835600375125014 0.46994649534460886,0.1628765493077995 0.3169839409597188,0.8644768517143521
0.27835600375125014 0.46994649534460886,0.6199614189766294 0.8414867958368901,0.6431131449596396
0.27835600375125014 0.46994649534460886,0.5799664837108909 0.37462210358275116,0.7763310244063194
0.6824691183078783 0.06522646084880357,0.8789690213623323 0.07649202642352149,0.860825424613315
0.6824691183078783 0.06522646084880357,0.8603128608896922 0.0033086634850840735,0.8668418038461748
0.6824691183078783 0.06522646084880357,0.6968494824149378 0.7494776084768356,0.5160545341145707
0.6824691183078783 0.06522646084880357,0.9827624067362505 0.7304681659964104,0.48389798230251946
